0,0,0,0,4.8561e-13,330,0
0.010005,0,0,0,3.771e-06,330,0
0.02001,0,0,0,9.7961e-06,330,0
0.030015,0,0,0,0,0,0
0.04002,0,0,0,6.3717e-05,330,0
0.050025,0,0,0,8.9678e-05,330,0
0.06003,0,0,0,0.00011261,330,0
0.070035,0,0,0,0.0001269,330,0
0.08004,0,0,0,0.00025174,330,0
0.090045,0,0,0,0.00033062,330,0
0.10005,0,0,0,0.0003635,330,0
0.11006,0,0,0,0.00046884,330,0
0.12006,0,0,0,0.00057648,330,0
0.13007,0,0,0,0.00066941,317.17,0
0.14007,0,0,0,0.00075119,301.58,0
0.15008,0,0,0,0.00082051,289.01,0
0.16008,0,0,0,0.00089929,277.03,0
0.17009,0,0,0,0.00098187,267.05,0
0.18009,0,0,0,0.0010797,255.38,0
0.1901,0,0,0,0.0011389,232.2,0
0.2001,0,0,0,0.0011984,240.07,0
0.21011,0,0,0,0.0012517,235.17,0
0.22011,0,0,0,0.0013284,228.22,0
0.23012,0,0,0,0.0013636,222.75,0
0.24012,0,0,0,0.0013849,219.33,0
0.25013,0,0,0,0.001435,212.15,0
0.26013,0,0,0,0.0014659,211.74,0
0.27014,0,0,0,0.0014842,208.39,0
0.28014,0,0,0,0.0014855,203.97,0
0.29015,0,0,0,0.001494,201.59,0
0.30015,0,0,0,0.0015098,198.82,0
0.31016,0,0,0,0.0015032,197.74,0
0.32016,0,0,0,0.00148,196.39,0
0.33017,0,0,0,0.0014573,194.48,0
0.34017,0,0,0,0.0014484,193.14,0
0.35018,0,0,0,0.001407,191.23,0
0.36018,0,0,0,0.001361,188.56,0
0.37019,0,0,0,0.0013137,187.04,0
0.38019,0,0,0,0.00128,185.14,0
0.3902,0,0,0,0.001244,184.01,0
0.4002,0,0,0,0.0011487,181.37,0
0.41021,0,0,0,0.0010916,180.33,0
0.42021,0,0,0,0.0010219,179.11,0
0.43022,0,0,0,0.00095919,178.1,0
0.44022,0,0,0,0.0008866,176.37,0
0.45023,0,0,0,0.00077624,175.27,0
0.46023,0,0,0,0.00071605,174.29,0
0.47024,0,0,0,0.00060519,173.21,0
0.48024,0,0,0,0.00050958,172.64,0
0.49025,0,0,0,0.00041096,171.79,0
0.50025,0,0,0,0.00031126,171.02,0
0.51026,0,0,0,0.00021253,169.9,0
0.52026,0,0,0,0.00012068,168.41,0
0.53027,0,0,0,-2.3094e-05,167.74,0
0.54027,0,0,0,-0.00012465,166.7,0
0.55028,0,0,0,-0.00020651,166.01,0
0.56028,0,0,0,-0.00037658,165.3,0
0.57029,0,0,0,-0.00048845,164.83,0
0.58029,0,0,0,-0.00059079,164.11,0
0.5903,0,0,0,-0.00073882,163.28,0
0.6003,0,0,0,-0.00086347,161.83,0
0.61031,0,0,0,-0.00097726,161.39,0
0.62031,0,0,0,-0.0010873,160.84,0
0.63032,0,0,0,-0.0012336,160.08,0
0.64032,0,0,0,-0.0013545,159.58,0
0.65033,0,0,0,-0.0014816,159.2,0
0.66033,0,0,0,-0.001663,158.78,0
0.67034,0,0,0,-0.00179,158.02,0
0.68034,0,0,0,-0.0018904,157.63,0
0.69035,0,0,0,-0.002084,156.59,0
0.70035,0,0,0,-0.002226,155.99,0
0.71036,0,0,0,-0.0023408,155.58,0
0.72036,0,0,0,-0.0025042,155.21,0
0.73037,0,0,0,-0.0026643,154.79,0
0.74037,0,0,0,-0.0027987,154.43,0
0.75038,0,0,0,-0.0029239,154.1,0
0.76038,0,0,0,-0.0030881,153.79,0
0.77039,0,0,0,-0.0034124,153.19,0
0.78039,0,0,0,-0.0033919,152.51,0
0.7904,0,0,0,-0.0035077,152.28,0
0.8004,0,0,0,-0.0036956,151.92,0
0.81041,0,0,0,-0.0038424,151.6,0
0.82041,0,0,0,-0.0039944,151.46,0
0.83042,0,0,0,-0.0041242,151.3,0
0.84042,0,0,0,-0.0042946,151.13,0
0.85043,0,0,0,-0.0044322,150.79,0
0.86043,0,0,0,-0.0046023,150.66,0
0.87044,0,0,0,-0.004747,150.57,0
0.88044,0,0,0,-0.0048706,150.4,0
0.89045,0,0,0,-0.0050602,150.27,0
0.90045,0,0,0,-0.0052161,149.74,0
0.91046,0,0,0,-0.0053551,149.67,0
0.92046,0,0,0,-0.0054895,149.58,0
0.93047,0,0,0,-0.0056771,149.52,0
0.94047,0,0,0,-0.0058312,149.42,0
0.95048,0,0,0,-0.0059881,149.43,0
0.96048,0,0,0,-0.0061205,149.43,0
0.97049,0,0,0,-0.0062413,149.39,0
0.98049,0,0,0,-0.0064412,149.42,0
0.9905,0,0,0,-0.0065854,149.41,0
